LotArea,OverallQual,Fireplaces,OpenPorchSF,LotShape,CentralAir,GarageCars,GrLivArea,Electrical,LotFrontage,Neighborhood,MasVnrArea,OverallCond,BldgType,HouseStyle,HalfBath,FullBath,LandSlope,1stFlrSF,2ndFlrSF,ExterQual,KitchenQual,BsmtQual,BsmtFullBath,BedroomAbvGr,Foundation,YearBuilt,BsmtFinType1,HeatingQC,GarageQual,LotConfig,BsmtFinSF1,LandContour,SaleCondition,Functional,Condition1,SaleType,MSZoning,MSSubClass,SalePrice
3922,7,1,16,1,1,1,1402,1,53.0,0,72.0,5,0,0,0,0,0,7.2456550675945355,0.0,1,1,1,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,194201
12456,10,1,48,1,1,1,1718,1,96.0,1,230.0,5,1,0,0,1,0,7.4489161025442,0.0,1,1,1,1,1,1,7.603897968521881,1,1,1,0,7.067319848653476,0,1,1,0,0,1,1,337500
8190,4,1,36,1,1,0,948,1,60.0,0,0.0,6,1,0,0,0,0,6.854354502255021,0.0,0,0,0,1,1,0,7.577633832602728,0,1,1,0,6.597145701886651,0,1,1,0,0,1,1,119000
13907,5,1,0,1,1,0,996,1,63.0,0,0.0,6,1,0,0,0,0,6.903747257584598,0.0,0,0,0,1,1,0,7.570443252057374,0,1,0,0,5.673323267171493,0,1,1,0,0,1,0,108000
7800,5,0,0,0,1,0,912,1,66.0,0,0.0,5,1,0,0,0,0,6.815639990074331,0.0,0,0,0,0,1,0,7.582738488914411,0,0,1,0,5.746203190540153,0,0,1,0,0,1,1,115000
11751,6,1,122,0,1,0,1844,1,105.0,0,480.0,6,1,0,0,1,0,7.519692404116539,0.0,0,0,0,0,1,0,7.589335823170617,0,1,1,0,6.559615237493242,0,1,1,0,0,1,1,190000
8688,7,0,59,1,1,1,1616,1,73.0,1,228.0,5,1,0,0,1,0,7.38770923908104,0.0,1,1,0,0,1,1,7.60339933974067,0,1,1,0,0.0,0,1,1,0,0,1,1,232000
17503,6,1,0,1,1,0,1458,1,78.0,0,0.0,5,1,0,0,0,0,6.815639990074331,6.304448802421981,0,0,0,0,1,0,7.5745584842024805,0,0,1,0,0.0,0,0,1,0,0,1,0,97500
9600,6,1,0,1,1,0,1632,1,80.0,0,183.0,6,1,0,0,1,0,7.397561535524052,0.0,0,0,0,1,1,0,7.579678823090456,0,0,1,0,6.431331081933479,0,1,0,0,0,1,1,139000
10634,5,0,0,1,1,0,1319,1,79.0,0,0.0,6,1,0,0,0,0,7.1846291527173145,0.0,0,0,0,1,1,1,7.577121930876679,0,0,1,0,6.061456918928017,0,1,0,0,0,1,1,123000
6000,5,0,0,1,1,0,1522,1,60.0,0,0.0,5,1,0,0,1,0,6.915723448631314,0.0,0,0,0,0,1,0,7.563200592358071,0,1,0,0,0.0,0,1,1,0,0,1,0,102000
45600,6,1,40,0,1,0,2358,1,75.0,1,0.0,8,1,0,0,1,0,7.175489713624222,6.9584483932976555,0,0,0,0,1,0,7.553810852008231,0,0,0,0,0.0,0,1,1,0,0,1,0,240000
9179,7,0,88,0,1,0,1790,1,68.0,0,158.0,5,1,1,1,1,0,6.782192056006791,6.812345094177479,1,1,0,1,1,1,7.6004023345004,1,1,1,0,6.452048954437226,0,0,1,0,0,1,1,193000
12118,7,1,48,0,1,0,1710,1,43.0,0,108.0,5,1,0,0,1,0,7.444248649496705,0.0,1,1,1,0,1,1,7.602900462204755,0,1,1,1,0.0,0,1,1,0,0,1,1,240000
2522,6,0,40,1,1,0,1709,1,24.0,0,50.0,5,0,1,0,1,0,6.877296071497429,6.606650186198215,1,1,0,0,1,1,7.602900462204755,0,1,1,0,0.0,0,1,0,0,0,0,0,130000
10728,8,1,51,1,1,1,1939,1,84.0,1,0.0,5,1,1,1,1,0,6.9985096422506015,6.739336627357174,1,1,0,0,1,1,7.603897968521881,0,0,1,0,0.0,0,1,1,0,1,1,1,266000
1533,4,1,0,1,1,0,1344,1,21.0,0,0.0,6,0,1,1,0,0,6.682108597449809,6.304448802421981,0,0,0,0,1,0,7.585788821732034,0,0,0,0,0.0,0,1,1,0,0,0,0,97000
4403,7,1,144,0,1,0,1478,1,0.0,1,432.0,5,1,0,1,1,0,7.298445101508147,0.0,1,1,1,1,1,1,7.605392364814935,1,1,1,0,6.361302477572996,0,1,1,0,1,1,1,222000
6240,5,1,0,1,1,0,1576,1,52.0,0,0.0,6,1,0,0,0,0,6.948897222313312,6.282266746896006,0,0,0,0,1,0,7.564238475170491,0,1,1,0,0.0,0,0,1,0,0,0,0,149000
16059,8,1,82,1,1,0,2417,1,121.0,1,284.0,5,1,1,1,1,0,7.170888478512505,7.018401799069201,1,1,0,0,1,0,7.596392304064196,0,1,1,0,0.0,0,1,1,0,0,1,1,260000
7950,6,0,0,0,1,0,1426,1,75.0,0,140.0,6,1,1,1,0,0,6.548219102762372,6.591673732008658,0,0,0,0,1,0,7.589335823170617,0,0,1,0,6.284134161070802,0,1,1,0,0,1,1,159500
7082,5,0,0,1,1,0,1928,1,0.0,0,0.0,8,0,1,0,1,0,6.854354502255021,6.8885724595653635,0,0,0,0,1,1,7.557994958530806,0,0,0,0,0.0,0,1,1,0,0,0,0,160000
11700,6,0,0,1,1,0,1556,1,78.0,0,0.0,6,1,1,1,0,0,6.720220155135295,6.590301048196686,0,0,0,0,1,0,7.584773077612199,0,1,1,0,5.700443573390686,0,1,1,0,0,1,1,154000
12704,8,1,90,1,1,1,2042,1,98.0,1,306.0,5,1,0,1,1,0,7.621684998724611,0.0,1,1,1,0,1,1,7.60489448081162,0,1,1,0,0.0,0,1,1,0,1,1,1,253293
5687,5,0,184,1,0,0,1716,1,55.0,0,0.0,6,0,1,0,1,0,6.841615476477592,6.660575149839686,0,0,0,1,1,1,7.555905093611346,0,1,0,0,5.351858133476067,0,1,1,0,0,1,0,135900
7018,5,0,0,1,1,0,1535,1,64.0,0,0.0,5,0,0,0,1,0,7.336285660021297,0.0,0,0,0,0,1,0,7.590346945602565,0,0,1,0,0.0,0,0,1,0,0,1,0,118964
9600,6,1,100,1,1,0,1855,1,80.0,1,360.0,7,1,0,1,1,0,6.9975959829819265,6.635946555686647,1,0,0,0,1,0,7.588829878307813,0,1,1,0,0.0,0,1,1,0,0,1,0,187000
4224,5,1,90,1,1,0,1142,1,44.0,0,0.0,5,0,0,1,0,0,7.040536390215956,0.0,0,0,0,1,1,1,7.588829878307813,0,0,1,0,6.774223886357614,0,1,1,0,0,0,1,134000
2117,6,1,0,1,1,0,1525,1,0.0,1,456.0,5,0,1,1,1,0,6.645090969505644,6.6293632534374485,1,1,0,0,1,1,7.600902459542082,1,1,1,0,6.07993319509559,0,1,1,0,0,1,0,177000
11643,5,0,0,1,1,1,2634,1,91.0,0,368.0,5,0,1,0,1,0,7.198931240688173,7.167809184316444,0,0,0,1,1,0,7.585281078639126,0,0,1,0,6.2166061010848646,0,1,1,0,0,1,0,200000
21750,5,0,0,1,1,0,988,0,100.0,0,0.0,5,1,0,0,0,1,6.895682697747868,0.0,0,0,0,0,1,0,7.577633832602728,0,1,1,0,0.0,1,1,1,0,0,1,1,113000
7560,5,0,0,1,1,0,1339,1,70.0,0,0.0,6,1,0,0,0,0,7.199678345691172,0.0,0,0,0,0,1,0,7.579678823090456,0,0,1,0,6.22455842927536,0,0,0,0,0,1,1,139000
29959,7,1,98,0,1,0,1850,1,0.0,1,0.0,6,1,1,1,1,0,6.88653164253051,6.77078942390898,1,1,0,0,1,1,7.597897950521784,1,1,1,0,6.39024066706535,0,1,1,0,0,1,1,248000
8012,6,1,69,1,1,0,1617,1,50.0,0,0.0,5,0,0,0,1,0,7.388327859577107,0.0,1,1,0,1,1,1,7.597396320212795,0,1,1,0,5.111987788356544,0,1,1,0,0,1,1,193000
11426,7,0,238,1,1,0,2082,1,63.0,0,0.0,5,1,0,1,1,0,7.216709486709457,6.580639137284949,0,1,0,0,1,1,7.602401335665818,0,1,1,0,0.0,0,1,0,0,0,0,0,200000
19900,7,1,0,1,1,0,2207,1,0.0,0,287.0,5,1,0,0,1,0,7.699389406256737,0.0,0,0,0,1,1,0,7.585788821732034,1,0,1,0,6.816735880594968,0,1,0,1,0,1,1,180000
26178,7,2,27,0,1,0,2519,1,42.0,1,293.0,5,1,1,1,1,1,7.121252453244542,7.156176637480615,1,1,0,1,1,1,7.5953872788539725,1,1,1,0,6.873163834212518,0,1,1,0,0,1,1,335000
7134,5,1,50,1,1,0,1360,1,60.0,0,0.0,5,1,0,0,0,1,7.215239978730097,0.0,0,0,0,0,1,0,7.578145472419466,0,0,1,0,5.953243334287785,0,1,0,0,0,1,0,130000
8750,7,1,120,1,1,0,1716,1,70.0,0,0.0,5,1,1,1,1,0,6.812345094177479,6.694562058521095,1,1,0,0,1,1,7.59890045687141,0,1,1,0,0.0,0,1,1,0,0,1,1,191000
7800,5,0,0,1,1,0,899,1,65.0,0,89.0,7,1,0,0,0,0,6.80128303447162,0.0,0,1,0,0,1,1,7.584264818389059,0,1,1,0,6.111467339502679,0,1,1,0,0,1,1,130000
10463,8,1,116,0,1,1,1801,1,72.0,0,0.0,5,1,1,1,1,0,6.803505257608338,6.803505257608338,1,1,0,0,1,1,7.60339933974067,0,1,1,1,0.0,1,1,1,0,0,1,1,239900
12224,6,1,48,0,1,0,2054,1,0.0,0,40.0,5,1,1,1,1,0,6.92951677076365,6.940222469119639,1,1,0,1,1,1,7.600902459542082,1,1,1,0,6.54534966033442,0,1,1,0,0,1,1,244000
10625,7,2,120,1,1,0,1173,1,85.0,0,81.0,6,1,0,0,1,0,7.067319848653476,0.0,0,1,0,1,1,0,7.587817219993427,1,0,1,0,6.786716950605081,0,0,1,0,0,1,0,170000
2522,7,0,40,1,1,0,1709,1,24.0,0,50.0,5,0,1,0,1,0,6.877296071497429,6.606650186198215,1,1,0,0,1,1,7.602900462204755,0,1,1,0,0.0,0,1,0,0,0,0,0,130000
21384,5,1,312,1,1,0,1576,1,144.0,0,0.0,6,1,1,1,0,0,6.977281341630747,6.22455842927536,0,1,0,1,1,0,7.56164174558878,1,1,1,0,7.177782416195197,0,1,1,0,0,1,0,223500
8450,7,0,39,1,1,0,1337,1,65.0,0,0.0,5,1,0,0,1,0,7.198183577101943,0.0,1,1,0,1,1,1,7.602401335665818,1,1,1,0,6.551080335043404,0,1,1,0,0,1,1,185000
8199,7,1,18,1,1,0,1456,1,63.0,0,0.0,5,1,1,1,1,0,6.590301048196686,6.591673732008658,1,1,0,1,1,1,7.60339933974067,1,1,1,0,6.47543271670409,0,1,1,0,0,1,1,189000
6292,7,1,50,1,1,0,1477,1,52.0,0,0.0,7,1,0,0,1,0,6.776506992372183,6.398594934535208,0,0,0,0,1,0,7.564238475170491,0,0,1,0,0.0,0,1,1,0,0,1,0,145000
10357,7,1,244,0,1,0,1442,1,114.0,0,0.0,5,1,0,0,1,0,7.273786317844895,0.0,1,1,0,1,1,1,7.595889917718538,1,0,1,0,6.6052979209482015,0,1,1,0,0,1,1,179900
2628,7,0,27,1,1,0,1626,1,36.0,1,106.0,5,0,1,1,1,0,6.638567789166521,6.760414691083428,1,1,0,0,1,1,7.602401335665818,0,1,1,0,0.0,0,1,1,0,0,1,0,175500
20544,7,1,63,0,1,0,2093,1,46.0,0,123.0,6,1,1,1,1,0,7.119635638017636,6.754604099487962,0,0,0,0,1,0,7.593877844605118,0,0,1,1,0.0,0,1,1,0,0,1,1,215000
14006,7,1,96,0,1,0,1776,1,65.0,0,144.0,5,1,1,1,1,0,6.841615476477592,6.734591659972948,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,192500
10800,5,1,0,1,0,0,2414,0,60.0,0,0.0,4,0,0,0,1,0,7.476472381163905,6.47543271670409,0,0,0,0,1,0,7.549609165154532,0,0,1,0,6.499787040655854,0,1,0,0,0,1,0,160000
7540,6,1,0,0,1,0,912,1,0.0,0,0.0,6,1,0,0,0,0,6.815639990074331,0.0,0,0,0,1,1,0,7.589841512182657,1,1,1,1,6.651571873589727,0,1,1,0,0,1,0,156000
4800,4,0,0,1,1,0,1196,0,40.0,0,0.0,7,1,0,0,0,0,7.086737934510577,0.0,0,0,0,1,1,0,7.557994958530806,0,1,1,0,5.288267030694535,0,1,1,0,0,0,0,109900
12900,4,0,0,1,1,0,1258,1,60.0,0,0.0,4,0,0,0,0,0,7.1372784372603855,0.0,0,0,0,1,0,0,7.585281078639126,1,0,0,0,7.089243155027514,0,0,1,0,0,1,0,108959
8749,7,1,39,1,1,0,1459,1,70.0,0,100.0,5,1,0,0,1,0,7.285506548522785,0.0,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,192000
11194,8,1,124,0,1,0,1936,1,106.0,0,40.0,5,1,1,1,1,0,7.282073658093465,6.180016653652572,1,1,0,0,1,1,7.600902459542082,0,1,1,0,0.0,0,1,1,0,0,1,1,230500
11235,4,1,82,1,1,0,1382,1,75.0,0,51.0,5,1,0,1,0,0,7.231287004327616,0.0,0,0,0,0,1,0,7.5822291942764615,0,0,1,0,6.306275286948016,0,1,1,0,0,1,1,148000
10206,3,0,0,1,0,0,944,0,74.0,0,0.0,3,1,0,0,0,0,6.8501261661455,0.0,0,0,0,0,1,0,7.5766097669730375,0,0,1,0,0.0,0,1,0,0,0,1,1,82000
11344,5,0,0,1,1,0,1524,0,78.0,0,180.0,5,1,0,1,0,0,6.773080375655535,6.478509642208569,0,0,0,0,1,0,7.579678823090456,0,0,1,0,6.133398042996649,0,1,1,0,0,1,0,144000
11526,6,1,0,0,1,0,2555,1,79.0,1,0.0,7,1,1,0,1,1,7.260522598089852,6.618738983517219,0,0,1,0,1,0,7.561121589530238,0,0,1,0,0.0,0,1,0,0,0,1,0,191000
10141,7,1,94,0,1,0,1718,1,74.0,0,40.0,5,1,1,1,1,0,6.785587645007929,6.726233402358747,0,0,0,0,1,1,7.599901959208498,0,0,1,0,0.0,0,1,1,0,0,1,1,185000
8198,7,1,30,1,1,0,1358,1,59.0,1,146.0,5,0,0,0,1,0,7.213768308118642,0.0,1,1,0,1,1,1,7.602900462204755,1,1,1,1,6.580639137284949,0,1,1,0,0,0,1,207000
8712,4,0,0,1,1,0,1178,1,66.0,0,0.0,7,1,0,0,0,1,6.755768921984255,5.768320995793772,0,0,0,0,1,0,7.549609165154532,0,0,1,0,0.0,1,0,1,0,0,0,0,102776
10237,6,1,72,1,1,0,1484,1,65.0,0,0.0,5,1,1,1,1,0,6.663132695990803,6.553933404025811,1,1,0,0,1,1,7.60339933974067,0,1,1,0,0.0,0,1,1,0,1,1,1,178900
8820,5,0,0,1,1,0,1869,1,98.0,0,0.0,6,1,0,0,0,0,7.080026499922591,6.331501849893691,0,0,0,0,1,0,7.5443321080536885,0,0,1,0,6.9930151229329605,0,1,1,0,0,0,0,124900
11988,6,1,0,0,1,0,1660,0,74.0,1,0.0,7,1,1,1,0,1,6.744059186311348,6.699500340161678,0,0,0,0,1,0,7.56734567601324,0,0,1,0,5.7899601708972535,1,1,1,0,0,1,0,188700
12444,8,1,66,1,1,1,1932,1,96.0,1,426.0,5,1,0,0,1,0,7.566311014772463,0.0,1,1,1,1,1,1,7.60489448081162,1,1,1,0,7.198183577101943,0,1,1,0,1,1,1,394617
11475,6,1,208,1,1,0,1552,1,85.0,0,0.0,6,1,1,1,1,0,6.698268054115413,6.60934924316738,0,0,0,1,1,0,7.5883236773352225,0,0,1,0,6.311734809152915,0,1,1,0,0,1,1,179900
215245,7,2,0,0,1,0,2036,1,150.0,1,0.0,5,1,0,0,1,1,7.618742377670413,0.0,0,0,0,1,1,0,7.583247524303362,0,0,1,0,7.1204443723924875,0,1,1,0,0,1,1,375000
10159,9,1,95,0,1,1,1940,1,83.0,1,450.0,5,1,0,1,1,0,7.570443252057374,0.0,1,1,1,1,1,1,7.605392364814935,1,1,1,0,7.4067107301776405,0,1,1,0,1,1,1,395192
10628,7,1,0,1,1,0,1277,1,85.0,0,0.0,5,1,0,0,0,0,7.152268856032539,0.0,0,0,0,1,1,0,7.585788821732034,1,0,1,0,6.658011045870748,0,1,1,0,0,1,1,167000
10652,7,1,33,0,1,1,1494,1,91.0,0,306.0,5,1,0,0,1,0,7.309212365692763,0.0,1,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,279500
10175,6,1,0,0,1,0,1425,1,100.0,0,272.0,5,1,0,0,1,0,7.261927092702751,0.0,0,0,0,0,1,0,7.582738488914411,0,0,1,0,6.19644412779452,0,1,1,0,0,1,1,180500
2645,8,0,0,1,1,0,1441,1,24.0,1,456.0,5,0,1,1,1,0,6.638567789166521,6.519147287940395,1,1,0,0,1,1,7.6004023345004,0,1,1,0,0.0,0,1,1,0,0,1,0,174000
13500,6,1,0,1,1,0,1252,1,0.0,1,0.0,7,1,0,0,0,0,7.132497551660044,0.0,0,0,0,1,0,0,7.580699752224563,0,0,1,0,6.063785208687608,0,1,1,0,0,1,1,235000
15611,8,1,51,1,1,0,1919,1,120.0,0,0.0,5,1,1,1,1,0,6.983789965258135,6.734591659972948,1,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,233230
7301,7,1,0,1,1,0,1922,1,64.0,0,500.0,5,1,0,0,1,0,6.20455776256869,7.2640301428995295,1,1,0,0,1,0,7.602401335665818,0,1,1,0,0.0,0,1,1,0,0,1,0,198500
16226,8,1,50,0,1,0,2452,1,66.0,0,0.0,5,1,1,1,1,0,7.098375638590786,7.1252830915107115,1,1,0,0,1,1,7.599901959208498,1,1,1,0,5.641907070938114,0,1,1,0,0,1,1,267000
4608,4,0,0,1,1,0,747,1,47.0,0,0.0,6,1,0,0,0,0,6.616065185132817,0.0,0,0,0,0,1,0,7.573017256052546,0,0,1,0,0.0,0,1,1,0,0,0,0,80000
9453,7,0,70,0,1,0,1744,1,0.0,0,0.0,7,1,1,1,1,0,6.921658184151129,6.594413459749778,1,1,0,0,1,1,7.597396320212795,0,1,1,1,5.998936561946683,0,1,1,1,0,1,1,194500
16545,8,1,126,0,1,1,2450,1,0.0,1,731.0,5,1,1,1,1,0,7.177782416195197,7.039660349862076,1,1,0,1,1,1,7.599901959208498,1,1,1,0,6.661854740545311,0,1,1,0,0,1,1,340000
11000,8,1,56,1,1,1,2285,1,0.0,1,72.0,5,1,1,1,1,0,6.904750769961838,7.161622002939187,1,1,0,0,1,1,7.600902459542082,0,1,1,0,0.0,0,1,1,0,0,1,1,248000
8012,6,0,0,1,1,0,1575,1,50.0,0,0.0,5,0,0,0,1,0,7.362010551259734,0.0,1,1,0,1,1,1,7.596894438144544,1,0,1,0,6.066108090103747,0,1,1,0,0,1,1,179200
8235,5,0,50,0,1,0,825,1,49.0,0,0.0,7,1,0,0,0,0,6.715383386334681,0.0,0,0,0,1,1,0,7.578145472419466,0,0,1,0,5.198497031265826,1,1,1,0,0,0,1,125000
14859,7,1,60,0,1,1,1670,1,50.0,0,27.0,5,1,0,0,1,0,7.4205789054108005,0.0,1,1,0,0,1,1,7.603897968521881,0,1,1,1,0.0,1,1,1,0,1,1,1,240000
6300,6,1,291,1,1,0,1484,1,35.0,0,0.0,6,1,0,0,1,0,6.60934924316738,6.610696044717759,0,0,0,0,1,0,7.5569505720129,0,1,0,0,0.0,0,1,1,0,0,0,1,128000
9600,5,0,0,1,1,0,893,1,60.0,0,0.0,7,1,0,0,0,0,6.794586580876499,0.0,0,1,0,0,1,0,7.575071699507561,0,0,1,0,5.3981627015177525,0,1,1,0,0,1,0,135000
10800,5,1,0,1,1,0,1130,1,60.0,0,0.0,6,1,0,0,0,0,7.029972911706386,0.0,0,0,0,1,1,0,7.560080465021827,0,1,1,0,6.71174039505618,0,1,1,0,0,1,0,120000
4712,4,0,57,0,1,0,1230,1,51.0,0,0.0,7,1,0,1,0,1,6.651571873589727,6.124683390894205,0,0,0,1,1,0,7.57353126274595,0,0,1,0,5.953243334287785,0,0,1,0,0,1,0,121600
10380,7,1,96,0,1,0,2730,1,86.0,0,172.0,5,1,1,1,1,0,7.347943823148687,7.071573364211532,1,1,0,1,1,0,7.593877844605118,0,1,1,0,3.367295829986474,0,1,1,0,0,1,1,301000
7200,7,1,0,1,1,0,1502,1,60.0,1,0.0,6,1,1,1,0,1,6.7464121285733745,6.480044561926653,0,0,0,0,1,0,7.565793282428515,0,0,1,0,0.0,1,1,1,0,0,1,0,149000
7227,6,0,0,1,1,0,832,1,59.0,0,0.0,6,1,0,0,0,1,6.723832440821209,0.0,0,1,0,0,1,0,7.577633832602728,0,0,1,0,0.0,1,1,1,0,0,1,0,105500
9600,5,0,88,1,1,0,1041,1,80.0,0,132.0,6,1,0,0,0,0,6.947937068614969,0.0,0,0,0,1,1,0,7.580189417944541,0,1,1,0,6.899723107284872,0,1,1,0,0,1,1,124500
8445,5,0,0,1,1,0,768,1,70.0,0,0.0,7,1,0,0,0,0,6.643789733147672,0.0,0,0,0,1,1,0,7.586803535162581,1,0,1,0,6.487684018484611,0,1,1,0,0,1,0,133000
6040,4,0,0,1,0,0,1152,0,65.0,0,0.0,5,0,0,0,1,0,7.049254841255837,0.0,0,0,0,0,1,1,7.578145472419466,0,0,0,0,0.0,0,0,1,0,0,1,0,82000
3500,5,0,35,1,1,0,1284,1,50.0,0,0.0,7,1,0,1,0,0,6.579251212010101,6.336825731146441,0,0,0,0,1,0,7.5740450053721995,0,0,1,0,5.746203190540153,0,1,1,0,0,0,0,110000
11932,8,0,24,1,1,1,1580,1,92.0,1,186.0,5,1,0,0,1,0,7.365180126021013,0.0,1,1,0,0,1,1,7.604396348796338,0,1,1,0,0.0,0,1,1,0,0,1,1,235128
2117,6,1,32,1,1,0,1512,1,0.0,1,513.0,5,0,1,1,1,0,6.628041376179533,6.6293632534374485,1,1,0,0,1,1,7.600902459542082,1,1,1,0,6.042632833682381,0,1,1,0,0,1,0,168500
15863,7,2,63,1,1,0,3082,1,102.0,0,0.0,3,1,1,1,1,0,7.430707082545968,6.906754778648554,0,0,0,1,1,0,7.560080465021827,1,1,1,0,6.261491684321042,0,1,1,0,0,1,1,197000
9230,5,0,64,1,1,0,1200,1,71.0,0,166.0,8,1,0,1,0,0,7.090076835776092,0.0,0,1,0,1,0,0,7.583247524303362,1,0,1,0,6.495265555937008,0,1,1,0,0,1,1,146000
9098,4,0,0,0,1,0,605,1,58.0,0,0.0,7,1,0,0,0,0,6.405228458030842,0.0,0,0,0,1,1,0,7.560080465021827,0,1,0,0,5.855071922202427,0,1,1,0,0,1,0,86000
46589,8,1,76,0,1,1,2448,1,52.0,1,528.0,7,1,1,1,1,0,7.430114138561801,6.637258031284457,1,1,0,1,1,1,7.597897950521784,1,1,1,1,7.216709486709457,0,1,1,0,0,1,1,402000
2665,5,1,24,1,1,0,1304,1,0.0,0,0.0,6,0,1,1,0,0,6.423246963533519,6.535241271013659,0,0,0,0,1,1,7.588829878307813,0,0,1,0,0.0,0,1,1,0,0,0,0,115000
9022,5,0,0,1,1,0,792,1,52.0,0,0.0,8,1,0,0,0,0,6.674561391814426,0.0,1,1,0,0,1,0,7.562161631225652,0,1,0,0,0.0,0,1,1,0,0,1,0,109500
7931,5,0,0,1,1,0,1148,1,70.0,0,0.0,5,1,0,0,0,0,7.045776576879511,0.0,0,0,0,1,1,0,7.580189417944541,0,0,1,0,7.046647277848756,0,1,1,0,0,1,1,132500
8400,5,0,0,1,1,0,1052,1,70.0,0,168.0,5,1,0,1,0,0,6.9584483932976555,0.0,0,0,0,1,1,0,7.584773077612199,0,0,1,0,6.92461239604856,0,1,1,0,0,1,1,138500
8281,5,1,0,0,1,0,864,1,60.0,0,0.0,5,1,0,0,0,0,6.761572768804055,0.0,0,0,0,0,1,0,7.583247524303362,0,0,1,0,6.317164686747284,0,1,1,0,0,1,1,62383
3951,6,0,234,1,1,0,1224,1,40.0,1,76.0,5,0,1,1,1,0,6.416732282512326,6.418364935936212,1,1,0,0,1,1,7.605392364814935,0,1,1,0,0.0,0,1,1,0,1,1,0,164500
10530,6,0,0,1,1,0,1004,1,78.0,0,90.0,5,0,0,0,0,0,6.911747300251674,0.0,0,0,0,1,1,0,7.589335823170617,1,0,1,0,6.883462586413092,0,1,1,0,0,1,0,135000
10029,6,1,228,0,1,0,2060,1,97.0,1,268.0,5,1,1,1,1,0,7.059617628291383,6.799055862058796,1,0,0,0,1,1,7.59488438721652,1,0,1,0,6.723832440821209,0,1,1,0,0,1,1,211000
9505,7,1,48,0,1,0,2035,1,0.0,0,180.0,5,1,1,1,1,0,6.784457062637643,7.049254841255837,1,1,0,0,1,1,7.601402334583733,0,1,1,1,0.0,0,1,1,0,0,1,1,222500
7500,7,0,0,1,1,0,1080,1,63.0,0,120.0,5,1,0,0,0,0,6.984716320118266,0.0,0,1,0,1,1,1,7.602900462204755,1,1,0,0,6.523562306149512,0,1,1,0,0,1,1,141000
2887,6,1,0,1,1,0,1291,1,0.0,1,0.0,5,1,0,0,0,0,7.1631723908466425,0.0,0,1,0,1,1,1,7.59890045687141,1,1,1,0,6.911747300251674,1,1,1,0,0,1,1,173000
9830,5,1,17,0,1,0,1287,1,0.0,0,0.0,7,1,0,0,0,0,7.160069207596127,0.0,0,1,0,1,1,0,7.580189417944541,0,1,1,0,4.290459441148391,0,1,1,0,0,1,1,162000
7024,4,0,64,1,1,0,1132,1,60.0,0,0.0,5,1,0,1,0,0,7.0317412587631285,0.0,0,1,0,1,1,1,7.60339933974067,1,1,1,0,6.932447891572509,0,1,1,0,0,1,1,176000
9375,8,1,87,1,1,0,2169,1,0.0,0,149.0,5,1,1,1,1,0,7.157735484249907,6.786716950605081,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,228500
9937,5,0,0,1,1,0,1486,1,75.0,0,0.0,7,1,0,0,0,0,7.303843225277705,0.0,0,0,0,1,1,1,7.582738488914411,0,1,1,0,6.45833828334479,0,1,1,0,0,1,1,167000
11616,5,1,20,1,1,0,1092,1,0.0,0,116.0,5,1,0,0,0,0,6.9957661563048505,0.0,0,0,0,0,1,0,7.581719640125308,0,0,1,0,5.14166355650266,0,1,1,0,0,1,1,139000
12772,6,0,0,0,1,0,958,1,0.0,0,0.0,8,1,0,0,0,0,6.86484777797086,0.0,0,0,0,0,1,0,7.580699752224563,0,0,1,1,6.212606095751519,0,1,1,0,0,1,1,151500
8400,6,1,50,1,1,0,1564,1,70.0,0,130.0,6,1,1,1,1,0,6.78897174299217,6.517671272912275,0,0,0,0,1,0,7.590852123688581,0,0,1,0,0.0,0,1,1,0,0,1,1,171000
8814,7,0,98,1,1,0,1274,1,68.0,0,80.0,5,1,0,0,1,0,7.149916836132109,0.0,1,1,0,1,1,1,7.60339933974067,1,1,1,0,6.8308742346461795,0,1,1,0,1,1,1,203000
12665,8,1,39,0,1,1,2482,1,88.0,1,245.0,5,1,1,1,1,0,7.0326242610280065,7.2078598714324755,1,1,0,0,1,1,7.60339933974067,0,1,1,0,0.0,0,1,1,0,0,1,1,281213
11900,7,1,0,1,1,0,1411,1,85.0,0,209.0,5,1,0,0,1,0,7.252053951852814,0.0,0,0,0,0,1,0,7.589335823170617,0,0,1,0,6.71295620067707,0,0,1,0,0,1,1,82500
5500,5,0,0,1,1,0,1316,1,50.0,0,0.0,7,1,0,0,0,0,6.8308742346461795,0.0,0,0,0,1,1,0,7.564757012905729,0,0,1,0,5.459585514144159,0,1,1,0,0,0,0,130000
6930,5,0,0,0,1,0,1352,0,92.0,1,120.0,4,1,0,0,0,0,7.20934025660291,0.0,0,1,0,0,1,0,7.579678823090456,0,1,1,0,5.707110264748875,0,0,0,0,0,1,0,130000
